Season,TeamName,KeyField,CONF,SEED,WL%,EFGPct-OFF,TOPct,ORPct,FTRate,EFGPct-DEF,TOPct,ORPct,FTRate,Off_1-POINTDIST,Off_2,Off_3,Def_1,Def_2,Def_3,FG2Pct-MISC,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,FG3Rate,OppFG3Rate,ARate,OppARate,StlRate,OppStlRate,DFP,AdjTempo,Tempo-SUMM,OE,AdjOE,DE,AdjDE,AdjEM,TARGET16
2018,Penn,2018Penn,15,16,3,51.73333333,16.92135977,25.08004269,33.2,47.03903096,17.47254413,22.86023835,32.30148048,17.13828083,48.9054992,33.95621997,19.93127148,54.98281787,25.08591065,52.52293578,33.75796178,64.45783133,6.686626747,47.90419162,30.16528926,72.5,8.486238532,41.86666667,32.57065949,56.11940299,39.2971246,0.081575285,0.074409888,16.07704435,68.7,149,17.4,178,17,97,2.76,
2018,Providence,2018Providence,8,10,1.615384615,50.27812114,17.94691333,29.75369458,40.66749073,50.6090134,19.10315705,28.2674772,32.03410475,21.92898273,51.15163148,26.9193858,18.72860636,52.81173594,28.4596577,49.26062847,34.8880597,69.45288754,10.59280855,52.47813411,31.64763458,72.81368821,8.87245841,33.12731768,37.33252132,53.61111111,47.54768392,0.097526644,0.094007641,7.545433441,68,183,17.1,131,17.1,120,10.59,
2018,Purdue,2018Purdue,6,2,4.666666667,57.91934541,15.79271458,27.62730228,36.46990064,46.57762938,18.15920698,27.54275428,22.81580412,19.06900776,45.8962842,35.03470804,14.24180328,53.79098361,31.96721311,54.6692607,41.87408492,74.83974359,13.20272572,44.71890971,33.38683788,67.80487805,7.295719844,39.9181765,34.6688926,60.61320755,50.06821282,0.087898289,0.076307306,4.690525114,67.5,211,16.5,75,18.6,343,27.23,
2018,Radford,2018Radford,10,16,1.833333333,50.19354839,19.53742278,32.8342246,30.19354839,50.03333333,19.92050951,29.21719956,32.73333333,17.97575119,47.5487612,34.47548761,19.81837607,48.29059829,31.89102564,48.49462366,35.16129032,72.86324786,9.129967777,48.54994629,34.97363796,75.56008147,9.784946237,40,37.93333333,51.4200299,49.46236559,0.094677147,0.086468146,6.641577519,63.5,343,19.6,343,18.3,329,-0.59,
2018,Rhode Island,2018Rhode Island,1,7,3.571428571,52.36443884,15.62371516,30.69414317,31.39974779,49.85185185,23.35334265,27.26161369,42.22222222,17.97530864,56.98765432,25.03703704,23.69614512,54.53514739,21.76870748,51.93519352,35.57894737,73.09236948,9.916492693,50.20876827,32.65306122,73.33333333,7.560756076,29.94955864,29.03703704,53.48525469,48.93267652,0.110736507,0.079489077,18.75270469,69.2,114,17.2,146,17.2,152,16.79,
2018,San Diego St.,2018San Diego St.,20,11,2.2,52.03412073,17.42486591,32.88288288,31.2992126,49.23875433,19.52493118,25.70462232,28.71972318,17.86639047,51.9937856,30.13982393,17.45939675,47.91183295,34.6287703,51.59301131,35.20871143,72.32704403,9.218203034,48.19136523,33.84353741,72.53012048,9.249743063,36.15485564,40.69204152,54.02298851,56.53594771,0.089110878,0.092516389,-1.073304294,67.7,200,18.3,284,16.4,30,-11.8,
2018,Seton Hall,2018Seton Hall,8,8,1.909090909,53.0831879,18.11080429,34.65739821,34.55497382,50.3262159,18.60835386,29.06746032,29.53736655,18.08797127,53.77019749,28.14183124,17.54130224,51.11758989,31.34110787,51.77182368,37.1886121,67.84511785,9.981343284,49.06716418,35.01628664,72.48995984,8.38375108,32.69342641,36.41755635,55.44554455,49.52766532,0.093041769,0.082593228,6.004476756,69.7,94,17.4,177,16.5,41,-13.03,
2018,South Dakota St.,2018South Dakota St.,29,12,4.666666667,54.66074826,14.5913308,25.32608696,36.08116677,50.60132291,14.69668337,23.76636455,25.25556224,20.29588534,42.53351826,37.17059639,14.78481013,53.16455696,32.05063291,51.56950673,39.12408759,77.15289982,5.854126679,50.38387716,33.97745572,69.52380952,7.286995516,43.43690552,37.34215274,45.87912088,43.61413043,0.071639747,0.070059458,6.110729618,70.1,78,16.8,110,16.5,44,9.61,
2018,St. Bonaventure,2018St. Bonaventure,1,11,3.571428571,51.72303765,16.38737643,30.51391863,39.11933631,48.17032601,20.77496432,29.69885774,40.65202927,22.4772836,48.68483979,28.83787661,23.01967039,46.67729931,30.3030303,48.01886792,39.64497041,76.6721044,10.78651685,49.3258427,30.99510604,70.86743044,10.56603774,32.35481812,40.78509647,54.22535211,55.32591415,0.101496009,0.075064757,4.398262931,69.5,103,15.8,31,18.8,349,11.56,
2018,Stephen F. Austin,2018Stephen F. Austin,28,14,4.666666667,54.10421128,20.8383335,32.07776428,40.97073519,50.98684211,26.76794059,29.53105196,52.96052632,20.83550914,52.53263708,26.63185379,26.49673977,42.56075874,30.94250148,52.45046924,38.46153846,69.51219512,7.972972973,48.51351351,36.55462185,69.40993789,10.53180396,31.54889365,39.14473684,49.18276374,58.91181989,0.133274978,0.100520958,10.85217999,72.3,24,16.1,58,16.4,36,4.27,
